"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
241,28,"BOL","Bolivia",7,"Potosí",70,"José María Linares",241,"Puna","Município","Municipality",NA,NA
242,28,"BOL","Bolivia",7,"Potosí",71,"Modesto Omiste",242,"Villazón","Município","Municipality",NA,NA
243,28,"BOL","Bolivia",7,"Potosí",72,"Nor Chichas",243,"Cotagaita","Município","Municipality",NA,NA
244,28,"BOL","Bolivia",7,"Potosí",72,"Nor Chichas",244,"Vitichi","Município","Municipality",NA,NA
245,28,"BOL","Bolivia",7,"Potosí",73,"Nor Lípez",245,"Colcha ""K""","Município","Municipality",NA,NA
246,28,"BOL","Bolivia",7,"Potosí",73,"Nor Lípez",246,"San Agustín","Município","Municipality",NA,NA
247,28,"BOL","Bolivia",7,"Potosí",73,"Nor Lípez",247,"San Pedro de Quemes","Município","Municipality",NA,NA
248,28,"BOL","Bolivia",7,"Potosí",74,"Rafael Bustillo",248,"Chayanta","Município","Municipality",NA,NA
249,28,"BOL","Bolivia",7,"Potosí",74,"Rafael Bustillo",249,"Llallagua","Município","Municipality",NA,NA
250,28,"BOL","Bolivia",7,"Potosí",74,"Rafael Bustillo",250,"Uncía","Município","Municipality",NA,NA
251,28,"BOL","Bolivia",7,"Potosí",75,"Sud Chichas",251,"Atocha","Município","Municipality",NA,NA
252,28,"BOL","Bolivia",7,"Potosí",75,"Sud Chichas",252,"Tupiza","Município","Municipality",NA,NA
253,28,"BOL","Bolivia",7,"Potosí",76,"Sud Lípez",253,"Mojinete","Município","Municipality",NA,NA
254,28,"BOL","Bolivia",7,"Potosí",76,"Sud Lípez",254,"San Antonio de Esmoruco","Município","Municipality",NA,NA
255,28,"BOL","Bolivia",7,"Potosí",76,"Sud Lípez",255,"San Pablo de Lípez","Município","Municipality",NA,NA
256,28,"BOL","Bolivia",7,"Potosí",77,"Tomás Frías",256,"Potosí","Município","Municipality",NA,NA
257,28,"BOL","Bolivia",7,"Potosí",77,"Tomás Frías",257,"Tinguipaya","Município","Municipality",NA,NA
258,28,"BOL","Bolivia",7,"Potosí",77,"Tomás Frías",258,"Urmiri","Município","Municipality",NA,NA
259,28,"BOL","Bolivia",7,"Potosí",77,"Tomás Frías",259,"Yocalla","Município","Municipality",NA,NA
260,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",260,"Concepción","Município","Municipality",NA,NA
261,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",261,"El Puente","Município","Municipality",NA,NA
262,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",262,"San Antonio de Lomerío","Município","Municipality",NA,NA
263,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",263,"San Javier","Município","Municipality",NA,NA
264,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",264,"San Julián","Município","Municipality",NA,NA
265,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",265,"San Ramón","Município","Municipality",NA,NA
266,28,"BOL","Bolivia",8,"Santa Cruz",78,"Ñuflo de Chávez",266,"Urubichá","Município","Municipality",NA,NA
267,28,"BOL","Bolivia",8,"Santa Cruz",79,"Andrés Ibáñez",267,"Ayacucho","Município","Municipality",NA,NA
268,28,"BOL","Bolivia",8,"Santa Cruz",79,"Andrés Ibáñez",268,"Cotoca","Município","Municipality",NA,NA
269,28,"BOL","Bolivia",8,"Santa Cruz",79,"Andrés Ibáñez",269,"El Torno","Município","Municipality",NA,NA
270,28,"BOL","Bolivia",8,"Santa Cruz",79,"Andrés Ibáñez",270,"La Guardia","Município","Municipality",NA,NA
271,28,"BOL","Bolivia",8,"Santa Cruz",79,"Andrés Ibáñez",271,"Santa Cruz de La Sierra","Município","Municipality",NA,NA
272,28,"BOL","Bolivia",8,"Santa Cruz",80,"Chiquitos",272,"Pailón","Município","Municipality",NA,NA
273,28,"BOL","Bolivia",8,"Santa Cruz",80,"Chiquitos",273,"Puerto Quijarro","Município","Municipality",NA,NA
274,28,"BOL","Bolivia",8,"Santa Cruz",80,"Chiquitos",274,"Puerto Suárez","Município","Municipality",NA,NA
275,28,"BOL","Bolivia",8,"Santa Cruz",80,"Chiquitos",275,"Roboré","Município","Municipality",NA,NA
276,28,"BOL","Bolivia",8,"Santa Cruz",80,"Chiquitos",276,"San José de Chiquitos","Município","Municipality",NA,NA
277,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",277,"Boyuibe","Município","Municipality",NA,NA
278,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",278,"Cabezas","Município","Municipality",NA,NA
279,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",279,"Camiri","Município","Municipality",NA,NA
280,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",280,"Charagua","Município","Municipality",NA,NA
281,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",281,"Cuevo","Município","Municipality",NA,NA
282,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",282,"Gutiérrez","Município","Municipality",NA,NA
283,28,"BOL","Bolivia",8,"Santa Cruz",81,"Cordillera",283,"Lagunillas","Município","Municipality",NA,NA
284,28,"BOL","Bolivia",8,"Santa Cruz",82,"Florida",284,"Mairana","Município","Municipality",NA,NA
285,28,"BOL","Bolivia",8,"Santa Cruz",82,"Florida",285,"Pampa Grande","Município","Municipality",NA,NA
286,28,"BOL","Bolivia",8,"Santa Cruz",82,"Florida",286,"Quirusillas","Município","Municipality",NA,NA
287,28,"BOL","Bolivia",8,"Santa Cruz",82,"Florida",287,"Samaipata","Município","Municipality",NA,NA
288,28,"BOL","Bolivia",8,"Santa Cruz",83,"Ichilo",288,"Buena Vista","Município","Municipality",NA,NA
289,28,"BOL","Bolivia",8,"Santa Cruz",83,"Ichilo",289,"Yapacaní","Município","Municipality",NA,NA
290,28,"BOL","Bolivia",8,"Santa Cruz",84,"Ignacio Warnes",290,"Okinawa Uno","Município","Municipality",NA,NA
291,28,"BOL","Bolivia",8,"Santa Cruz",84,"Ignacio Warnes",291,"Warnes","Município","Municipality",NA,NA
292,28,"BOL","Bolivia",8,"Santa Cruz",85,"José Miguel de Velasco",292,"San Ignacio de Velasco","Município","Municipality",NA,NA
293,28,"BOL","Bolivia",8,"Santa Cruz",85,"José Miguel de Velasco",293,"San Matías","Município","Municipality",NA,NA
294,28,"BOL","Bolivia",8,"Santa Cruz",85,"José Miguel de Velasco",294,"San Miguel de Velasco","Município","Municipality",NA,NA
295,28,"BOL","Bolivia",8,"Santa Cruz",85,"José Miguel de Velasco",295,"San Rafael","Município","Municipality",NA,NA
296,28,"BOL","Bolivia",8,"Santa Cruz",86,"Manuel María Caballero",296,"Comarapa","Município","Municipality",NA,NA
297,28,"BOL","Bolivia",8,"Santa Cruz",86,"Manuel María Caballero",297,"Saipina","Município","Municipality",NA,NA
298,28,"BOL","Bolivia",8,"Santa Cruz",87,"Obispo Santistevan",298,"Agustín Saavedra","Município","Municipality",NA,NA
299,28,"BOL","Bolivia",8,"Santa Cruz",87,"Obispo Santistevan",299,"Mineros","Município","Municipality",NA,NA
300,28,"BOL","Bolivia",8,"Santa Cruz",87,"Obispo Santistevan",300,"Montero","Município","Municipality",NA,NA
301,28,"BOL","Bolivia",8,"Santa Cruz",88,"Sara",301,"Portachuelo","Município","Municipality",NA,NA
302,28,"BOL","Bolivia",8,"Santa Cruz",88,"Sara",302,"San Carlos","Município","Municipality",NA,NA
303,28,"BOL","Bolivia",8,"Santa Cruz",88,"Sara",303,"Santa Rosa del Sara","Município","Municipality",NA,NA
304,28,"BOL","Bolivia",8,"Santa Cruz",89,"Vallegrande",304,"Moro Moro","Município","Municipality",NA,NA
305,28,"BOL","Bolivia",8,"Santa Cruz",89,"Vallegrande",305,"Postrer Valle","Município","Municipality",NA,NA
306,28,"BOL","Bolivia",8,"Santa Cruz",89,"Vallegrande",306,"Pucara","Município","Municipality",NA,NA
307,28,"BOL","Bolivia",8,"Santa Cruz",89,"Vallegrande",307,"Trigal","Município","Municipality",NA,NA
308,28,"BOL","Bolivia",8,"Santa Cruz",89,"Vallegrande",308,"Vallegrande","Município","Municipality",NA,NA
309,28,"BOL","Bolivia",9,"Tarija",90,"Aniceto Arce",309,"Bermejo","Município","Municipality",NA,NA
310,28,"BOL","Bolivia",9,"Tarija",90,"Aniceto Arce",310,"Padcaya","Município","Municipality",NA,NA
311,28,"BOL","Bolivia",9,"Tarija",91,"Burnet O'Connor",311,"Entre Ríos","Município","Municipality",NA,NA
312,28,"BOL","Bolivia",9,"Tarija",92,"Cercado",312,"Tarija","Município","Municipality",NA,NA
313,28,"BOL","Bolivia",9,"Tarija",93,"Eustaquio Méndez",313,"El Puente","Município","Municipality",NA,NA
314,28,"BOL","Bolivia",9,"Tarija",93,"Eustaquio Méndez",314,"Villa San Lorenzo","Município","Municipality",NA,NA
315,28,"BOL","Bolivia",9,"Tarija",94,"Gran Chaco",315,"Caraparí","Município","Municipality",NA,NA
316,28,"BOL","Bolivia",9,"Tarija",94,"Gran Chaco",316,"Villamontes","Município","Municipality",NA,NA
317,28,"BOL","Bolivia",9,"Tarija",94,"Gran Chaco",317,"Yacuiba","Município","Municipality",NA,NA
318,28,"BOL","Bolivia",9,"Tarija",95,"José María Avilés",318,"Uriondo","Município","Municipality",NA,NA
319,28,"BOL","Bolivia",9,"Tarija",95,"José María Avilés",319,"Yunchará","Município","Municipality",NA,NA
